WORDBLOCKNUMBER	WORDTEXT	WORDTYPE	WORDROLE
10910	monarthric	0	1
10910	monarticular	0	1
10910	monoarticular	0	1
10911	monaural	0	1
10911	uniaural	0	1
10913	monodral bromide	0	4
10913	penthienate bromide	0	4
10914	monogerminal	0	1
10914	monozygotic	0	1
10914	monozygous	0	1
10914	MZ	3	1
10915	monomania	0	4
10915	monopsychosis	0	4
10916	mononuclear leukocytosis	0	4
10916	mononucleosis	0	4
10917	monopolar	0	1
10917	monoterminal	0	1
10917	uniterminal	0	1
10918	mornidine	0	4
10918	pipamazine	0	4
10919	morphina	0	4
10919	morphine	0	4
10920	mouth	0	0
10920	oral	0	0
10920	stomatic	0	0
10921	mucous edema	0	4
10921	myxedema	0	4
10921	solid edema	0	4
10922	mucus	0	0
10922	pituitous	0	0
10923	multicentric	0	1
10923	polycentric	0	1
10924	multicystic	0	1
10924	polycystic	0	1
10925	multiple myositis	0	4
10925	polymyositis	0	4
10926	multiple serositis	0	4
10926	polyserositis	0	4
10927	multisynaptic	0	1
10927	polysynaptic	0	1
10929	muscular weakness	0	0
10929	myasthenic	0	0
10931	myalgia	0	4
10931	myosalgia	0	4
10932	mycifradin	0	4
10932	neobiotic	0	4
10932	neomycin sulfate	0	4
10933	mycostatin	0	4
10933	nystatin	0	4
10934	mydriacyl	0	4
10934	tropicamide	0	4
10935	mylicon	0	4
10935	silain	0	4
10935	simethicone	0	4
10936	myocardiac	0	1
10936	myocardial	0	1
10937	myopia	0	4
10937	nearsightedness	0	4
10938	myopic	0	1
10938	nearsighted	0	1
10939	myositis	0	4
10939	sarcitis	0	4
10941	nacton	0	4
10941	poldine methylsulfate	0	4
10942	nafcillin sodium	0	4
10942	Unipen	0	4
10943	nail	0	0
10943	paronychial	0	0
10943	ungual	0	0
10944	nalidixic acid	0	4
10944	NegGram	0	4
10945	nalline	0	4
10945	nalorphine	0	4
10946	naloxone hydrochloride	0	4
10946	Narcan	0	4
10947	naphazoline	0	4
10947	Privine	0	4
10948	naprosyn	0	4
10948	naproxen	0	4
10949	nardil	0	4
10949	phenelzine sulfate	0	4
10950	nasal	0	0
10950	nose	0	0
10950	rhinal	0	0
10951	natolone	0	4
10951	pregnenolone	0	4
10952	navane	0	4
10952	thiothixene	0	4
10953	nebcin	0	4
10953	tobramycin sulfate	0	4
10954	necrotizing vasculitis	0	4
10954	PA	3	4
10954	polyarteritis	0	4
10957	nema	0	4
10957	tetrachloroethylene	0	4
10958	nembutal	0	4
10958	sodium pentobarbital	0	4
10959	nemic	0	0
10959	roundworms	0	0
10960	neoantergan	0	4
10960	Neo-Antergan	0	4
10960	pyrilamine maleate	0	4
10962	neohombreol	0	4
10962	Neo-Hombreol	0	4
10962	oreton	0	4
10962	testosterone propionate	0	4
10962	TP	3	4
10963	neostigmine	0	4
10963	Prostigmin	0	4
10965	nephrosclerosis	0	4
10965	vascular nephritis	0	4
10966	nerve	0	0
10966	neural	0	0
10966	nn	3	0
10967	nervous system	0	0
10967	neurologic	0	0
10968	net	0	0
10968	reticular	0	0
10968	reticulated	0	0
10970	neurinoma	0	4
10970	schwannoma	0	4
10971	neuromuscular	0	1
10971	neuromyal	0	1
10972	neurophilic	0	1
10972	neurotropic	0	1
10973	neurosplanchnic	0	1
10973	neurovisceral	0	1
10974	neutraphosk	0	4
10974	Neutra-Phos-K	0	4
10974	potassium phosphate	0	4
10975	nevocytic	0	0
10975	nevus cell	0	0
10976	nialamide	0	4
10976	Niamid	0	4
10977	nicotinyl alcohol	0	4
10977	Roniacol	0	4
10978	night	0	0
10978	nocturnal	0	0
10979	nilevar	0	4
10979	norethandrolone	0	4
10981	nipride	0	4
10981	SNP	3	4
10981	sodium nitroprusside	0	4
10982	noctambulic	0	0
10982	sleep walking	0	0
10982	somnambulism	0	0
10983	nolvadex	0	4
10983	tamoxifen	0	4
10985	nonparous	0	1
10985	nulliparous	0	1
10986	NE	3	4
10986	noradrenalin	0	4
10986	norepinephrine	0	4
10987	norethindrone	0	4
10987	norethisterone	0	4
10987	Norlutin	0	4
10988	norethindrone acetate	0	4
10988	Norlutate	0	4
10989	norflex	0	4
10989	orphenadrine citrate	0	4
10990	norgestrel	0	4
10990	Ovrette	0	4
10991	nosogenic	0	1
10991	pathogenic	0	1
10992	novocain	0	4
10992	procaine hydrochloride	0	4
10993	numorphan	0	4
10993	oxymorphone hydrochloride	0	4
10994	nutrition	0	0
10994	threptic	0	0
10994	trophic	0	0
10996	oculogyric	0	1
10996	ophthalmogyric	0	1
10997	odontalgic	0	0
10997	toothache	0	0
10998	ogen	0	4
10998	piperazine estrone sulfate	0	4
10999	oil	0	4
10999	oleum	0	4
11000	ointment	0	4
11000	unguentum	0	4
11001	oligosynaptic	0	1
11001	paucisynaptic	0	1
11002	omphalic	0	0
11002	umbilicus	0	0
11003	oncotic	0	0
11003	swelling	0	0
11004	oncovin	0	4
11004	vincristine sulfate	0	4
11005	onychomycosis	0	4
11005	tinea unguium	0	4
11006	onychophagia	0	4
11006	onychophagy	0	4
11007	oogenesis	0	4
11007	ovogenesis	0	4
11011	oophorectomy	0	4
11011	ovariectomy	0	4
11012	oophoritis	0	4
11012	ovaritis	0	4
11013	operculitis	0	4
11013	pericoronitis	0	4
11014	ophidic	0	0
11014	snake	0	0
11015	opium	0	0
11015	thebaic	0	0
11016	optical	0	0
11016	vision	0	0
11017	orchidectomy	0	4
11017	orchiectomy	0	4
11018	orchidic	0	0
11018	testiculus	0	0
11018	testis	0	0
11019	organella	0	4
11019	organelle	0	4
11022	orinase	0	4
11022	tolbutamide	0	4
11023	os pubis	0	0
11023	pectineal	0	0
11024	oscheal	0	0
11024	scrotum	0	0
11025	oscitate	0	5
11025	yawn	0	5
11026	ostalgia	0	4
11026	ostealgia	0	4
11028	osteoblastoma	0	4
11028	osteogenic fibroma	0	4
11030	osteopetrosis	0	4
11030	osteosclerosis fragilis	0	4
11031	otogenic	0	1
11031	otogenous	0	1
11032	otrivin	0	4
11032	xylometazoline hydrochloride	0	4
11033	ovine	0	0
11033	sheep	0	0
11034	oxaine	0	4
11034	oxethazaine	0	4
11035	oxalid	0	4
11035	oxyphenbutazone	0	4
11035	Tandearil	0	4
11036	oxazepam	0	4
11036	Serax	0	4
11037	oxidized cellulose	0	4
11037	Oxycel	0	4
11038	oxolinic acid	0	4
11038	Utibid	0	4
11039	oxpentifylline	0	4
11039	pentoxifylline	0	4
11039	PTX	3	4
11040	oxytocin	0	4
11040	Pitocin	0	4
11041	pain	0	0
11041	pn	3	0
11041	torminal	0	0
11044	palliate	0	5
11044	relieve	0	5
11045	palm	0	0
11045	thenal	0	0
11045	thenar	0	0
11046	palsy	0	4
11046	paralysis	0	4
11047	paludrine	0	4
11047	proguanil hydrochloride	0	4
11048	pancrealgia	0	4
11048	pancreatalgia	0	4
11050	pancuronium bromide	0	4
11050	Pavulon	0	4
11052	panwarfin	0	4
11052	warfarin sodium	0	4
11053	papaverine hydrochloride	0	4
11053	Vasal	0	4
11053	vessel	0	4
11054	papilloma virus	0	4
11054	papillomavirus	0	4
11055	paraaminosalicylic acid	0	4
11055	para-aminosalicylic acid	0	4
11055	PAS	3	4
11055	Rezipas	0	4
11056	paradentium	0	4
11056	periodontium	0	4
11057	paradione	0	4
11057	paramethadione	0	4
11058	paral	0	4
11058	paraldehyde	0	4
11059	paramedian	0	1
11059	paramesial	0	1
11060	parametritis	0	4
11060	pelvic cellulitis	0	4
11061	paratuberculosis	0	4
11061	perituberculosis	0	4
11062	parnate	0	4
11062	tranylcypromine sulfate	0	4
11063	paronychia	0	4
11063	perionychia	0	4
11064	parrot disease	0	4
11064	psittacosis	0	4
11065	parvovirus	0	4
11065	picodnavirus	0	4
11066	pasta	0	4
11066	paste	0	4
11067	patella	0	0
11067	rotular	0	0
11068	pathetic	0	0
11068	trochlear nerve	0	0
11069	pathilon	0	4
11069	tridihexethyl chloride	0	4
11070	pathognomonic	0	1
11070	pathognostic	0	1
11071	pectinase	0	4
11071	polygalacturonase	0	4
11072	peliosis	0	4
11072	purpura	0	4
11073	pellate	0	5
11073	repel	0	5
11074	pellucid	0	1
11074	translucent	0	1
11075	penial	0	1
11075	penile	0	1
11076	penicillin g potassium	0	4
11076	Pentids	0	4
11077	penicillin v	0	4
11077	penvee	0	4
11077	Pen-Vee	0	4
11077	vcillin	0	4
11077	V-Cillin	0	4
11078	penis	0	0
11078	phallic	0	0
11079	pentaerythritol chloral	0	0
11079	periclor	0	0
11079	petrichloral	0	0
11080	pentaerythritol tetranitrate	0	4
11080	Pentritol	0	4
11080	Peritrate	0	4
11081	pentaerythritol trinitrate	0	4
11081	Pentryate	0	4
11082	pentagastrin	0	4
11082	Peptavlon	0	4
11083	pentazocine	0	4
11083	Talwin	0	4
11084	P-barb	3	4
11084	pentobarbital	0	4
11084	pentobarbitone	0	4
11085	pentothal	0	4
11085	thiopental	0	4
11085	thiopentone	0	4
11086	periangiocholitis	0	4
11086	pericholangitis	0	4
11088	pericardiac	0	1
11088	pericardial	0	1
11089	pericardial sac	0	4
11089	pericardium	0	4
11090	pericemental	0	0
11090	periodontal ligament	0	0
11092	peridental	0	1
11092	periodontal	0	1
11093	perioophoritis	0	4
11093	perioothecitis	0	4
11093	periovaritis	0	4
11097	peritendinitis	0	4
11097	peritenonitis	0	4
11097	peritenontitis	0	4
11097	tendosynovitis	0	4
11097	tenontolemmitis	0	4
11097	tenosynovitis	0	4
11099	permeable	0	1
11099	pervious	0	1
11100	perphenazine	0	4
11100	Trilafon	0	4
11101	petrolatum	0	4
11101	petroleum jelly	0	4
11102	peyote	0	4
11102	peyotl	0	4
11104	phemernite	0	4
11104	Phe-Mer-Nite	0	4
11104	phenylmercuric nitrate	0	4
11105	phenacemide	0	4
11105	Phenurone	0	4
11106	phenaglycodol	0	4
11106	Ultran	0	4
11107	phenazocine	0	4
11107	Prinadol	0	4
11108	phenazopyridine hydrochloride	0	4
11108	Pyridium	0	4
11109	phenergan	0	4
11109	promethazine hydrochloride	0	4
11110	phenindamine tartrate	0	4
11110	Thephorin	0	4
11111	phenol red	0	4
11111	phenolsulfonphthalein	0	4
11111	PSP	3	4
11112	phenolax	0	4
11112	phenolphthalein	0	4
11113	phentolamine	0	4
11113	Regitine	0	4
11114	phenylpropanolamine hydrochloride	0	4
11114	Propadrine	0	4
11116	phlebography	0	4
11116	venography	0	4
11117	phlebosclerosis	0	4
11117	productive phlebitis	0	4
11117	proliferative endophlebitis	0	4
11117	venosclerosis	0	4
11117	venous sclerosis	0	4
11118	phlebotomy	0	4
11118	venesection	0	4
11119	phlorhizin	0	4
11119	phloridzin	0	4
11119	phlorizin	0	4
11120	phonal	0	0
11120	phonic	0	0
11120	vocal	0	0
11120	voice	0	0
11120	vox	0	0
11121	phosphatide	0	4
11121	phospholipid	0	4
11121	PL	3	4
11123	phosphorated	0	1
11123	phosphoretted	0	1
11123	phosphuretted	0	1
11126	phthalylsulfathiazole	0	4
11126	Sulfathalidine	0	4
11130	piedra	0	4
11130	tinea nodosa	0	4
11131	pill	0	4
11131	pilula	0	4
11132	pima	0	4
11132	potassium iodide	0	4
11133	pipanol	0	4
11133	tremin	0	4
11133	trihexyphenidyl hydrochloride	0	4
11134	pipenzolate methylbromide	0	4
11134	Piptal	0	4
11135	piperacetazine	0	4
11135	Quide	0	4
11136	piperazine	0	4
11136	Pipizan	0	4
11137	pipobroman	0	4
11137	Vercyte	0	4
11138	pitressin	0	4
11138	vasopressin injection	0	4
11140	pivalate	0	4
11140	trimethylacetate	0	4
11141	planorbid	0	0
11141	snail	0	0
11142	plasma cell tumor	0	4
11142	plasmacytoma	0	4
11143	plateletpheresis	0	4
11143	thrombocytapheresis	0	4
11145	pleurisy	0	4
11145	pleuritis	0	4
11146	pleuritic pneumonia	0	4
11146	pleuropneumonia	0	4
11150	poison	0	0
11150	toxic	0	0
11152	poliencephalitis	0	4
11152	polioencephalitis	0	4
11153	poliencephalomyelitis	0	4
11153	polioencephalomyelitis	0	4
11153	poliomyeloencephalitis	0	4
11154	polio	0	4
11154	poliomyelitis	0	4
11155	pollakisuria	0	4
11155	pollakiuria	0	4
11157	polyaminemethylene resin	0	4
11157	polyamine-methylene resin	0	4
11157	Resinat	0	4
11158	polyoma virus	0	4
11158	polyomavirus	0	4
11159	polysorbate	0	4
11159	Tween	0	4
11160	polytef	0	4
11160	polytetrafluoroethylene	0	4
11160	Teflon	0	4
11161	polythiazide	0	4
11161	Renese	0	4
11162	polyvinylpyrrolidone	0	4
11162	povidone	0	4
11163	ponderal	0	0
11163	weight	0	0
11163	wt	3	0
11164	pons	0	0
11164	varolian	0	0
11165	pontocaine	0	4
11165	tetracaine	0	4
11166	porcine	0	0
11166	swine	0	0
11167	portal vein	0	0
11167	pylic	0	0
11168	postcecal	0	1
11168	retrocecal	0	1
11169	postesophageal	0	1
11169	retroesophageal	0	1
11173	povan	0	4
11173	pyrvinium pamoate	0	4
11174	pramoxine	0	4
11174	Tronothane	0	4
11175	precancerous	0	1
11175	premalignant	0	1
11179	prepuberal	0	1
11179	prepubertal	0	1
11179	prepubescent	0	1
11180	priscoline	0	4
11180	tolazoline	0	4
11181	prism	0	4
11181	prisma	0	4
11182	proband	0	4
11182	propositus	0	4
11183	probanthine	0	4
11183	Pro-Banthine	0	4
11183	propantheline bromide	0	4
11184	procainamide hydrochloride	0	4
11184	Pronestyl	0	4
11185	proctalgia	0	4
11185	rectalgia	0	4
11186	proctitis	0	4
11186	rectitis	0	4
11187	prodroma	0	4
11187	prodrome	0	4
11188	prognathic	0	1
11188	prognathous	0	1
11189	prolific	0	1
11189	uberous	0	1
11190	proloid	0	4
11190	TBG	3	4
11190	TG	3	4
11190	thyroglobulin	0	4
11191	promazine hydrochloride	0	4
11191	Sparine	0	4
11192	pronephros	0	4
11192	protonephros	0	4
11193	prophylactic	0	1
11193	synteretic	0	1
11194	prosopagic	0	0
11194	trigeminal neuralgia	0	0
11195	protalba	0	4
11195	protoveratrine A	0	4
11196	protectant	0	1
11196	protective	0	1
11197	prothrombinase	0	4
11197	thromboplastin	0	4
11198	protriptyline hydrochloride	0	4
11198	Vivactil	0	4
11199	pseudankylosis	0	4
11199	pseudoankylosis	0	4
11200	pseudoephedrine hydrochloride	0	4
11200	Sudafed	0	4
11202	psychiatrics	0	4
11202	psychiatry	0	4
11204	ptoluenesulfonate	0	4
11204	p-toluenesulfonate	0	4
11204	tosylate	0	4
11205	puberal	0	1
11205	pubertal	0	1
11206	pulp	0	4
11206	pulpa	0	4
11207	pulse	0	0
11207	pulsus	0	0
11207	sphygmic	0	0
11209	pustula	0	4
11209	pustule	0	4
11210	putrescine	0	4
11210	tetramethylenediamine	0	4
11213	pyribenzamine	0	4
11213	tripelennamine	0	4
11214	pyronil	0	4
11214	pyrrobutamine	0	4
11215	quadramoid	0	4
11215	sulfose	0	4
11215	trisulfapyrimidines	0	4
11217	quelicin	0	4
11217	succinylcholine	0	4
11217	Sucostrin	0	4
11218	quinalbarbitone	0	4
11218	secobarbital	0	4
11218	Seconal	0	4
11219	quinidex	0	4
11219	quinidine sulfate	0	4
11219	Quinora	0	4
11220	rachial	0	2
11220	rachidial	0	2
11220	rachidian	0	2
11220	spine	0	2
11221	rachitic	0	0
11221	rickets	0	0
11222	radiation dermatitis	0	4
11222	radiodermatitis	0	4
11222	radioepidermitis	0	4
11222	radioepithelitis	0	4
11222	roentgenray dermatitis	0	4
11222	roentgen-ray dermatitis	0	4
11222	xray dermatitis	0	4
11222	x-ray dermatitis	0	4
11224	radical salicyl see under acid	0	0
11224	radical salicyl; see under acid	0	0
11224	salicylic	0	0
11225	radicular	0	0
11225	root	0	0
11227	radiosensitiveness	0	4
11227	radiosensitivity	0	4
11228	ranula	0	4
11228	sublingual cyst	0	4
11229	raused	0	4
11229	Rau-Sed	0	4
11229	reserpine	0	4
11229	Reserpoid	0	4
11229	Sandril	0	4
11229	Serfin	0	4
11229	Serpasil	0	4
11230	rauserpa	0	4
11230	rauwolfia serpentina	0	4
11231	reabsorb	0	5
11231	resorb	0	5
11232	redness	0	4
11232	rubeosis	0	4
11234	renoquid	0	4
11234	sulfacytine	0	4
11235	retina	0	4
11235	Retin-A	0	4
11235	tretinoin	0	4
11237	rhabditiform	0	1
11237	rhabdoid	0	1
11238	rhabdomyosarcoma	0	4
11238	rhabdosarcoma	0	4
11239	Rho (D) immune globulin	0	4
11239	rho d immune globulin	0	4
11239	RhoGAM	0	4
11240	riboflavin	0	4
11240	vitamin G	0	4
11241	rifadin	0	4
11241	rifampin	0	4
11241	Rimactane	0	4
11241	RMP	3	4
11242	rolitetracycline	0	4
11242	Velacycline	0	4
11243	rotate	0	5
11243	twist	0	5
11245	russells viper venom	0	4
11245	Russell's viper venom	0	4
11245	Stypven	0	4
11247	saccharose	0	4
11247	sucrose	0	4
11248	saff	0	4
11248	safflor	0	4
11248	safflower oil	0	4
11249	sal	0	4
11249	salt	0	4
11250	saliva	0	0
11250	sialic	0	0
11250	sialine	0	0
11251	scarlatinal	0	0
11251	scarlet fever	0	0
11251	SF	3	0
11253	sciatic neuralgia	0	4
11253	sciatic neuritis	0	4
11253	sciatica	0	4
11256	scorbutic	0	0
11256	scorbutus	0	0
11256	scurvy	0	0
11257	seed	0	0
11257	seminal	0	0
11258	selenium sulfide	0	4
11258	Selsun	0	4
11258	Selsun Blue	0	4
11259	semen	0	0
11259	spermatic	0	0
11260	seminoma	0	4
11260	spermatocytoma	0	4
11260	spermocytoma	0	4
11261	senna	0	4
11261	Senokot	0	4
11261	xprep	0	4
11261	X-Prep	0	4
11262	seromucoid	0	0
11262	seromucous	0	0
11263	shiver	0	5
11263	tremble	0	5
11264	sialadenitis	0	4
11264	sialoadenitis	0	4
11266	siderophilin	0	4
11266	transferrin	0	4
11267	silica	0	4
11267	silicon dioxide	0	4
11268	silvadene	0	4
11268	silver sulfadiazine	0	4
11269	silvatic	0	0
11269	sylvan	0	0
11269	wood	0	0
11270	sinaxar	0	4
11270	styramate	0	4
11271	singoserp	0	4
11271	syrosingopine	0	4
11272	sinoatrial	0	1
11272	sinuatrial	0	1
11273	smallpox	0	0
11273	variola	0	0
11273	variolar	0	0
11273	variolous	0	0
11274	sodium thiamylal	0	4
11274	Surital	0	4
11276	solar	0	0
11276	sun	0	0
11277	soluble	0	1
11277	solvable	0	1
11278	somal	0	1
11278	somatic	0	1
11279	somatomedin	0	4
11279	sulfation factor	0	4
11280	somatostatin	0	4
11280	somatotropin release inhibiting hormone	0	4
11280	SRIF	3	4
11280	SS	3	4
11281	sonilyn	0	4
11281	sulfachlorpyridazine	0	4
11282	sonographic	0	1
11282	ultrasonographic	0	1
11283	sonography	0	4
11283	ultrasonography	0	4
11284	spectinomycin hydrochloride	0	4
11284	Trobicin	0	4
11285	spermatocidal	0	1
11285	spermicidal	0	1
11288	sphenomalar	0	1
11288	sphenozygomatic	0	1
11289	spicule	0	4
11289	spiculum	0	4
11291	spinotectal	0	1
11291	tectospinal	0	1
11292	splanchnic	0	0
11292	viscus	0	0
11293	splanchnoptosis	0	4
11293	visceroptosis	0	4
11294	spondylolisthesis	0	4
11294	spondyloptosis	0	4
11295	spondylous	0	0
11295	vertebra	0	0
11296	spring	0	0
11296	vernal	0	0
11298	squamosal	0	1
11298	squamous	0	1
11299	stanozolol	0	4
11299	Winstrol	0	4
11300	staphyline	0	0
11300	staphylinus	0	0
11300	uvula	0	0
11301	star	0	4
11301	stella	0	4
11302	stearin	0	4
11302	tristearin	0	4
11303	stelazine	0	4
11303	trifluoperazine hydrochloride	0	4
11304	stercoraceous	0	1
11304	stercoral	0	1
11305	sternoclavicular	0	1
11305	sternocleidal	0	1
11306	sternum	0	2
11306	xiphoid bone	0	2
11308	streptokinasestreptodornase	0	4
11308	streptokinase-streptodornase	0	4
11308	Varidase	0	4
11310	strongyloidiasis	0	4
11310	strongyloidosis	0	4
11312	sty	0	4
11312	stye	0	4
11313	stylohyal	0	1
11313	stylohyoid	0	1
11314	styrene	0	4
11314	styrol	0	4
11315	subabdominoperitoneal	0	1
11315	subperitoneal	0	1
11315	subperitoneoabdominal	0	1
11316	subcostal	0	0
11316	subcostalis	0	0
11317	sl	3	1
11317	subglossal	0	1
11317	sublingual	0	1
11318	subicular	0	0
11318	uncinate gyrus	0	0
11319	succinylsulfathiazole	0	4
11319	Sulfasuxidine	0	4
11320	suet	0	4
11320	tallow	0	4
11321	sulamyd	0	4
11321	sulfacetamide	0	4
11322	sulfadimidine	0	4
11322	sulfamethazine	0	4
11322	Sulfamezathine	0	4
11323	sulfaethidole	0	4
11323	sulspansion	0	4
11323	Sul-Spansion	0	4
11324	sulfameter	0	4
11324	Sulla	0	4
11325	sulfamethizole	0	4
11325	Thiosulfil	0	4
11326	sulfide	0	0
11326	sulfuret	0	0
11328	sulisobenzone	0	4
11328	Uval	0	4
11329	sympathetic	0	1
11329	sympathic	0	1
11330	sympathicoblastoma	0	4
11330	sympathicogonioma	0	4
11330	sympathogonioma	0	4
11331	syndesmosis	0	4
11331	synneurosis	0	4
11332	synthetic oxytocin	0	4
11332	Syntocinon	0	4
11333	syringoadenoma	0	4
11333	syringocystadenoma	0	4
11334	tactile	0	0
11334	tactilogical	0	0
11334	tactual	0	0
11334	touch	0	0
11335	talc	0	4
11335	talcum	0	4
11337	tea	0	4
11337	thea	0	4
11338	tebutate	0	4
11338	tertiary butyl acetate	0	4
11339	technic	0	4
11339	technique	0	4
11340	telencephal	0	0
11340	telencephalon	0	0
11341	temaril	0	4
11341	trimeprazine tartrate	0	4
11342	temporal	0	0
11342	time	0	0
11343	temporomalar	0	1
11343	temporozygomatic	0	1
11344	tendinitis	0	4
11344	tendonitis	0	4
11344	tenositis	0	4
11345	tendovaginitis	0	4
11345	tenosynitis	0	4
11346	terpin hydrate	0	4
11346	Terpinol	0	4
11347	terra merita	0	4
11347	turmeric	0	4
11348	teslac	0	4
11348	testolactone	0	4
11349	tetrahydrozoline hydrochloride	0	4
11349	Tyzine	0	4
11349	Visine	0	4
11350	thalassanemia	0	4
11350	thalassemia	0	4
11351	thanatophidial	0	0
11351	venomous snake	0	0
11352	thiethylperazine	0	4
11352	Torecan	0	4
11354	thromboclastic	0	1
11354	thrombolytic	0	1
11355	thrombocytopenia	0	4
11355	thrombopenia	0	4
11356	thymus	0	4
11356	thymus gland	0	4
11357	thyrar	0	4
11357	thyroid (def. 3)	0	4
11357	thyroid def 3	0	4
11358	thyreoitis	0	4
11358	thyroiditis	0	4
11359	thyrodesmic	0	1
11359	thyrotropic	0	1
11361	thyrotropin	0	4
11361	Thytropar	0	4
11362	tibiofibular	0	1
11362	tibioperoneal	0	1
11363	ticar	0	4
11363	ticarcillin disodium	0	4
11364	ticrynafen	0	4
11364	tienilic acid	0	4
11365	tigan	0	4
11365	trimethobenzamide hydrochloride	0	4
11366	tinactin	0	4
11366	tolnaftate	0	4
11367	tinctura	0	4
11367	tincture	0	4
11367	tr	3	4
11368	tolazamide	0	4
11368	Tolinase	0	4
11369	tolectin	0	4
11369	tolmetin sodium	0	4
11370	tolerance	0	4
11370	toleration	0	4
11371	toluene	0	4
11371	toluol	0	4
11373	torticollis	0	4
11373	wryneck	0	4
11374	tour	0	4
11374	turn	0	4
11375	toxicogenic	0	1
11375	toxigenic	0	1
11376	tracheitis	0	4
11376	trachitis	0	4
11377	trapeziform	0	1
11377	trapezoid	0	1
11378	trepan	0	5
11378	trephine	0	5
11379	triburon	0	4
11379	triclobisonium chloride	0	4
11380	trichinelliasis	0	4
11380	trichiniasis	0	4
11380	trichinosis	0	4
11380	trichinous polymyositis	0	4
11381	trichocephaliasis	0	4
11381	trichuriasis	0	4
11382	triclofos sodium	0	4
11382	Triclos	0	4
11383	TMD	3	4
11383	tridione	0	4
11383	trimethadione	0	4
11384	trifluperidol	0	4
11384	Triperidol	0	4
11385	triflupromazine	0	4
11385	Vesprin	0	4
11386	trioxsalen	0	4
11386	Trisoralen	0	4
11387	trophedema	0	4
11387	trophoedema	0	4
11389	tuamine	0	4
11389	tuaminoheptane	0	4
11391	ulcer	0	4
11391	ulcus	0	4
11392	ultimisternal	0	0
11392	xiphoid process	0	0
